TITLE = "B00017"
VARIABLES = "X [mm]", "Y [mm]", "Vx [m/s]", "Vy [m/s]", "Flag"
ZONE T="Frame 1", I=25, J=19, F=POINT
-7.697 39.927 7.33500 -0.03164 1 
-2.566 39.927 3.66750 -0.01582 2 
2.566 39.927 0.00000 -0.00000 0 
7.697 39.927 0.00000 -0.00000 0 
12.828 39.927 0.00000 -0.00000 0 
17.959 39.927 3.70049 0.10254 2 
23.090 39.927 7.40097 0.20508 1 
28.222 39.927 7.43714 0.25001 1 
33.353 39.927 7.42112 0.18337 1 
38.484 39.927 7.47892 0.25639 1 
43.615 39.927 7.51348 0.21089 1 
48.746 39.927 7.55186 0.18718 1 
53.878 39.927 7.49659 0.15131 1 
59.009 39.927 7.56065 0.15551 1 
64.140 39.927 7.53967 0.15187 1 
69.271 39.927 7.61351 0.19781 1 
74.402 39.927 7.49119 0.07246 1 
79.534 39.927 0.00000 0.00000 0 
84.665 39.927 7.57215 0.17663 2 
89.796 39.927 7.61262 0.22871 1 
94.927 39.927 7.59187 0.10318 1 
100.058 39.927 7.57359 0.16671 1 
105.190 39.927 7.51146 0.10050 1 
110.321 39.927 7.53795 0.14826 1 
115.452 39.927 7.66386 0.21808 1 
-7.697 34.796 7.28886 -0.07790 1 
-2.566 34.796 7.24351 0.04263 1 
2.566 34.796 0.00000 -0.00000 0 
7.697 34.796 0.00000 -0.00000 0 
12.828 34.796 0.00000 -0.00000 0 
17.959 34.796 3.64369 0.12131 2 
23.090 34.796 7.28737 0.24262 1 
28.222 34.796 7.36870 0.21594 1 
33.353 34.796 7.43625 0.22331 1 
38.484 34.796 7.46737 0.29415 1 
43.615 34.796 7.45669 0.27357 1 
48.746 34.796 7.53879 0.27198 1 
53.878 34.796 7.51602 0.28665 1 
59.009 34.796 7.55047 0.13935 1 
64.140 34.796 7.55928 0.18410 1 
69.271 34.796 7.66147 0.22812 1 
74.402 34.796 7.58376 0.16351 1 
79.534 34.796 0.00000 0.00000 0 
84.665 34.796 7.53347 0.14272 2 
89.796 34.796 7.64578 0.18165 1 
94.927 34.796 7.46660 0.07953 1 
100.058 34.796 7.51645 0.12829 1 
105.190 34.796 7.46502 0.14991 1 
110.321 34.796 7.54261 0.07169 1 
115.452 34.796 7.50984 0.12420 1 
-7.697 29.665 7.22009 -0.06957 1 
-2.566 29.665 7.21420 -0.05253 1 
2.566 29.665 0.00000 -0.00000 0 
7.697 29.665 0.00000 -0.00000 0 
12.828 29.665 0.00000 -0.00000 0 
17.959 29.665 3.64083 0.12677 2 
23.090 29.665 7.28167 0.25353 1 
28.222 29.665 7.35291 0.30275 1 
33.353 29.665 7.38878 0.32783 1 
38.484 29.665 7.46753 0.25539 1 
43.615 29.665 7.47762 0.28481 1 
48.746 29.665 7.55947 0.18730 1 
53.878 29.665 7.53456 0.18376 1 
59.009 29.665 7.62175 0.15990 1 
64.140 29.665 7.55033 0.10727 1 
69.271 29.665 7.57316 0.13846 1 
74.402 29.665 7.51058 0.18585 1 
79.534 29.665 7.45431 0.05674 1 
84.665 29.665 7.49729 0.06884 2 
89.796 29.665 7.54027 0.08093 1 
94.927 29.665 7.53827 0.16358 1 
100.058 29.665 7.44393 0.15937 1 
105.190 29.665 7.47011 0.18375 1 
110.321 29.665 7.57965 0.18951 1 
115.452 29.665 7.50635 0.15034 1 
-7.697 24.534 7.16669 -0.17984 1 
-2.566 24.534 7.12977 -0.08218 1 
2.566 24.534 7.05961 -0.01367 1 
7.697 24.534 0.00000 -0.00000 0 
12.828 24.534 0.00000 -0.00000 0 
17.959 24.534 3.65831 0.17029 2 
23.090 24.534 7.31662 0.34057 1 
28.222 24.534 7.27273 0.40722 1 
33.353 24.534 7.47207 0.34804 1 
38.484 24.534 7.46757 0.33724 1 
43.615 24.534 7.56122 0.35794 1 
48.746 24.534 7.58397 0.27534 1 
53.878 24.534 7.56190 0.21005 1 
59.009 24.534 7.61388 0.22984 1 
64.140 24.534 7.53150 0.13158 1 
69.271 24.534 7.61821 0.08028 1 
74.402 24.534 7.42063 0.07844 1 
79.534 24.534 7.49526 0.13760 1 
84.665 24.534 7.53817 0.14353 2 
89.796 24.534 7.58108 0.14946 1 
94.927 24.534 7.51076 0.18940 1 
100.058 24.534 7.47823 0.09907 1 
105.190 24.534 7.47781 0.15793 1 
110.321 24.534 7.52537 0.15756 1 
115.452 24.534 7.53249 0.18892 1 
-7.697 19.402 7.12406 -0.23065 1 
-2.566 19.402 7.02943 -0.21379 1 
